Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Free Float,Price to Earning,Price to book value,Dividend yield,Debt to equity,High price,Low price,EASYVESTSCORE,Soundness Score,Holding Score,Strength Score,Quality Score,Growth Score,Short Term Growth Score,AVG GS,Sentiment Score,Growth Rate,Return over 3years,Return over 1year,Return over 6months,Return over 3months,Return over 1month,Volume,Avg Value,Entry,Target,Stop Loss,First Target,Second Target,Third Target,Stop Loss per cent,Target Per cent,RR,EPS  AVG,EPS,Return on capital employed,Return on assets,Return on equity,Price to Sales,Price to Free Cash Flow,EVEBITDA,Minimum Volume,AVG MC,Fourth Target,Fifth Target,volt,G Factor,Is company taking new Debt
Bhagawati Oxygen,509449,,Chemicals,43.51,10.05,6.74,24.51,2.24,0,0.29,69.05,34.25,0,60.41,80,57.14,41.38,44.74,66.67,52.05,15,36.8,5.79,12.87,13.25,-10.1,-13.82,692,0,62.9,57.81,51.96,57.81,67.48,83.41,-16.27,32.86,-2.02,8.68,1.77,11.58,3.3,9.45,13.96,15.88,7.19,0.04,11.88,109.19,150.9,1.07,4,0
Hasti Finance,531387,,Finance & Investments,9.25,10.02,4.39,,0.49,0,0,10.55,4.4,0,44.1,80,37.14,10.34,13.16,4.76,10.36,75,-35,31.58,96.81,0.33,-10.63,-10.19,117,0,6.47,7.62,6.52,5.28,6.17,7.62,41.87,-17.6,-0.42,0.1,-0.47,-2.62,-2.32,-2.48,22.27,,-18.91,0,8.07,9.98,13.79,1.1,4,0
Shukra Bullions,531506,,Diamond Cutting / Jewellery,19.95,10.02,4.65,500.96,5.99,0,0,37.7,5.71,0,52.28,80,45.71,27.59,28.95,52.38,36.76,40,,26.91,211.72,149.38,-19.56,-15.96,475,0,29.69,10.83,31.87,10.83,12.64,15.62,-37.41,-45.73,1.22,0.04,0.04,1.39,0.32,1.39,16.98,7.61,495.5,0.02,10.85,20.45,28.26,1.39,1,0
Triton Corp.,523387,,Computers - Software - Medium / Small,0.5,9.99,2.65,,45.43,0,6.68,0.5,0.32,0,52.21,100,31.43,20.69,5.26,0,3.51,75,,35.72,51.52,19.05,8.7,4.17,176135,0.01,0.25,0.28,0.31,0.28,0.33,0.4,61.81,-43.94,-0.71,0.01,-0.02,-12.85,-8.93,-100,,-13.39,-44.92,0.33,8.2,0.53,0.73,1.04,2,0
Swagtam Trading,539406,,Miscellaneous,83.95,9.99,7.24,90.82,2.18,0,0,93.99,30.6,0,36.31,0,77.14,31.03,63.16,76.19,67.5,90,36.8,84.44,152.41,39.34,-1.05,31.58,1,0,80.88,79.46,75.42,55.07,64.29,79.46,11.31,-5.34,-0.47,1.08,0.92,3.31,2.41,2.43,33.3,58.12,64.67,0,7.48,104.02,143.75,1.15,5,0
Subhash Silk,530231,,Textiles - Products,23.55,9.99,2.72,21.72,0.95,0,0.08,33.29,12.6,0,66.86,100,60,36.21,26.32,14.29,22.31,20,36.8,17.82,66.31,-9.67,-21.45,-2.69,0,0,31.39,23.89,28.14,23.89,27.89,34.47,-16.32,1.44,-0.09,0.78,1.08,7.35,3.13,4.48,,30.59,7.53,0,9.64,45.13,62.36,1.11,3,1
GCM Capital,538319,,Finance & Investments,5.88,9.96,7.55,19.15,0.36,0,0.03,11.55,3.1,0,41.88,30,57.14,37.93,34.21,33.33,33.92,25,36.8,55.63,57.22,-2.81,-9.26,-8.41,3000,0,10.02,5.88,9.76,5.88,6.86,8.48,-39.78,-0.04,0,0.17,0.31,2.3,1.79,1.9,7.06,-48.87,11.4,0.02,12.38,11.1,15.34,1.19,3,1
Euro Leder Fash,526468,,Leather / Leather Products,22.22,9.93,5.88,32.03,0.69,0,1.34,28.38,15.89,0,47.17,80,40,17.24,13.16,14.29,13.53,65,-18.19,14.9,11.94,6.01,-13.54,-2.33,57,0,22,25.55,17.54,21.89,25.55,31.58,26.69,14.98,0.56,0.93,0.69,5.96,0.62,2.17,0.3,-3.89,9.95,0,9.96,41.34,57.13,1.06,1,1
Perfect-Octave,521062,,Entertainment / Electronic Media Software,2.86,9.92,7.91,43.13,1.16,0,0.37,3.02,1.55,0,30.45,0,48.57,44.83,39.47,42.86,40.6,70,-14.58,9.64,44.44,14.86,0.7,13.94,10288,0,2.29,2.51,1.87,2.15,2.51,3.11,52.99,-12.17,-0.23,0.07,0.07,4.77,1.9,2.72,6.53,16.73,23.41,0.04,7.93,4.06,5.62,1.07,4,0
Bindal Exports L,540148,,Textiles - Products,21.57,9.92,2.44,31,1,0,0.41,23,16.1,0,68.41,100,60,41.38,26.32,4.76,19.13,60,-2.57,77.45,-5.39,28.24,23.26,2.96,0,0,18.12,22.36,14.25,22.36,26.11,32.27,51.41,3.68,0.07,0.96,0.7,6.64,1.61,3.32,0.33,-14.11,13.56,0,8.99,42.24,58.38,1.03,2,1
Soni Medicare,539378,,Healthcare,23.18,9.89,3.21,,2.9,0,2.46,32,17.4,0,56.34,100,31.43,34.48,18.42,4.76,13.87,75,-36.8,-10.14,27.36,-17.36,-7.47,-9.1,74,0,15.61,17.79,19.78,15.24,17.79,21.99,17.21,-23.24,-1.35,0.33,-3.99,0.77,-3.44,-18.46,0.38,-67.96,-59.97,0.01,10.62,28.79,39.79,1.06,2,1
SAB Events,540081,SABEVENTS,Entertainment / Electronic Media Software,9.35,9.8,5.3,,,0,,13.05,2.73,0,39.88,30,51.43,37.93,23.68,47.62,31.66,75,-17.7,84.04,139.74,120,22.22,-1.06,7141,0.01,7.65,5.3,8.06,3.67,4.28,5.3,15.93,-43.36,-2.72,0.33,-1.04,-23.25,-18.68,,5.54,184.08,-54.95,0.13,8.28,6.93,9.58,1.26,2,0
Gujarat Cotex,514386,,Trading,6.88,9.8,5.93,51.58,1.48,0,0.15,6.88,2.55,0,32.38,0,60,37.93,36.84,47.62,40.43,100,11.73,62.61,100.58,105.37,63.81,17.41,98501,0.07,4.65,5.03,4.25,3.49,4.07,5.03,61.81,-26.87,-0.43,0.37,0.13,3.52,1.33,2.9,0.58,17.34,36.69,1.14,6.7,6.59,9.1,1.12,2,1
Vision Cinemas,526441,,Entertainment / Electronic Media Software,1.38,9.77,7.15,,1.16,0,0,2.55,0.75,0,31.07,40,42.86,6.9,13.16,19.05,15.12,45,-36.8,25.99,62.35,33.98,-45.88,6.15,49875,0.01,1.23,0.77,1.58,0.77,0.9,1.12,-12.43,-43.93,3.53,0.08,-0.02,-1.18,-0.95,-1.28,6.18,-266.47,322.67,0.1,11.68,1.46,2.02,1.17,3,0
Janus Corporatio,542924,,Construction,7.28,9.75,7.39,26.34,0.64,0,0,8.95,3.6,0,33.24,0,74.29,24.14,50,9.52,36.51,90,14.21,-48.25,88.11,69.3,18.76,18.95,63000,0.05,6.94,7.97,6.12,5.52,6.44,7.97,18.96,9.43,0.5,0.28,0.28,3.5,2.18,2.49,0.25,,14.01,0.62,8.41,10.43,14.41,1.1,4,0
Adinath Exim Res,532056,,Finance & Investments,22.43,9.69,4.45,17.3,0.5,0,0,38.5,16,0,63.24,100,60,24.14,21.05,28.57,23.56,35,-18.93,42.39,25.45,12.15,-24.98,-18.2,3612,0.01,26.87,21.87,23.79,21.87,25.53,31.56,-5.73,-2.51,0.44,1.48,1.3,4.04,2.96,3.05,9.41,78.2,13.07,0.18,11.72,41.31,57.08,1.1,3,0
Cont. Controls,531460,,Electric Equipment,15.75,9.68,5.06,,4.7,0,0,18.46,3.54,0,43.38,0,91.43,37.93,44.74,19.05,36.17,75,36.8,65.73,323.39,149.6,153.62,2.14,1650,0,11.84,7.62,12.28,5.28,6.16,7.62,28.3,-51.63,-1.82,0.16,-0.5,-8.94,-7.01,-14,,9.15,-75.73,0.05,6.71,9.97,13.78,1.3,4,0
Ashtasidhhi Ind,531341,,Textiles - Products,12.83,9.64,3.65,,0.95,0,0,14.8,8.43,0,59.21,80,71.43,20.69,28.95,28.57,28.82,75,-36.8,55.84,1.83,44.97,4.73,19.24,294,0,7.34,7.38,9.15,7.38,8.62,10.66,40.27,-42.45,-1.05,0.11,-0.52,-3.76,-3.74,-3.76,12.36,-25.32,-24.56,0.01,8.71,13.95,19.28,1.05,3,0
IGC Industries,539449,,Trading,42.8,9.59,3.2,,13.5,0,0,59.22,25.05,0,48.17,100,22.86,17.24,15.79,19.05,16.88,75,,9.61,42.67,21.32,55.07,14.9,1551,0.01,26.63,31.66,36.6,21.94,25.62,31.66,16.95,-26.02,-1.54,0.92,-1.74,-4.99,-3.06,-43.09,,166.16,-24.56,0.21,9.27,41.45,57.28,1.1,4,0
Southern Infosys,540174,,Trading,19.1,9.59,2.37,34.24,1.69,0,0,21,13.4,0,56.34,100,31.43,34.48,55.26,76.19,62.24,80,8.98,2.57,27.84,20.5,3.8,9.14,3420,0.01,22.58,25.41,17.75,25.41,29.66,36.66,7.58,33.02,4.36,0.28,0.56,5.4,1.01,5.04,0.52,-358.13,18.37,0.28,8.6,47.99,66.32,1.04,3,0
Dr Lalchand. Lab,541299,,Healthcare,22.1,9.58,4.27,15.45,1,0,0.36,35,15.68,0,66.28,100,65.71,27.59,34.21,4.76,24.39,15,36.8,-4.03,-9.5,-36.86,-0.18,6.05,12000,0.03,32.85,28.18,28.04,28.18,32.89,40.66,-21.2,27.5,-1.3,3.09,1.43,6.53,3.5,6.95,1.99,91.96,6.65,0.62,10.9,53.22,73.55,1.09,1,0
Paos Industries,530291,,Solvent Extraction,15.64,9.54,1.87,,,0,,15.69,8.56,0,46.24,100,11.43,24.14,15.79,14.29,15.29,70,,9.23,60.57,67.45,61.24,42.18,739,0,13.37,15.28,10.7,13.09,15.28,18.88,46.23,-2.32,-0.05,0.7,-0.49,-13.4,-315.79,,,-75.32,-199.15,0.06,7.4,24.72,34.16,1.06,2,1
Octal Credit Cap,538894,,Finance & Investments,19.06,9.53,7.12,2.33,0.5,0,0,23.89,15.04,0,34.52,0,54.29,51.72,60.53,42.86,54.64,0,36.8,59.7,12.12,14,-2.41,-0.73,1905,0,25.69,28.52,20.2,28.52,33.29,41.15,-5.63,49.61,-8.81,3.1,8.18,25.3,21.03,25.18,34.04,17.87,2.27,0.05,9.73,53.86,74.44,1.04,5,0
Peeti Securities,531352,,Trading,25.29,9.49,5.79,23.14,0.8,0,0,29.25,16.73,0,54.38,40,82.86,37.93,15.79,28.57,20.05,70,-18.53,32.92,18.73,6.48,3.86,10.97,75,0,20.68,20.86,18.08,20.86,24.35,30.1,39.91,-17.52,-0.44,2.62,1.09,4.66,3.22,3.68,0.38,11.35,10.2,0,8.74,39.4,54.45,1.05,2,0
iStreet Network,524622,,Trading,4.45,9.48,3.36,,,0,,4.45,1.41,0,49.24,80,40,24.14,10.53,0,7.02,75,,18.12,157.23,48.33,64.81,110.9,46484,0.02,3.51,3.37,3.29,2.34,2.73,3.37,35.2,-24.16,-0.69,0.07,-0.06,,-48.15,,,-27.88,-86.77,0.62,6.24,4.42,6.11,1.15,1,1
Shakti Press,526841,,Printing & Stationery,26.91,9.47,3.98,19.73,0.51,0,0.63,44.19,11.32,0,54.21,80,57.14,20.69,23.68,23.81,23.73,45,-23.1,,,,-32.81,-19.24,444,0,26.83,15.16,27.31,15.16,17.7,21.88,-1.46,-43.65,29.84,2.44,1.36,4.52,1.4,2.83,0.82,-9.36,9.24,0.03,9.71,28.64,39.58,1.2,2,0
V B Industries,539123,,Finance & Investments,7.22,9.46,7.52,118.24,0.1,0,0,8.63,2.85,0,25.21,0,54.29,20.69,23.68,52.38,33.25,75,-9.64,104.84,76.53,-15.26,-3.73,12.81,5210,0,5.8,5.76,5.39,3.99,4.66,5.76,34.05,-20.27,-0.6,0.1,0.06,0.12,0.08,0.08,5.5,-67.56,85.64,0.05,7.52,7.54,10.41,1.14,3,0
Vaghani Techno,531676,,Construction,18.08,9.44,2.08,,1.32,0,0,18.08,9.71,0,65.21,100,68.57,20.69,10.53,38.1,19.72,75,-36.8,23.07,37.28,14.36,27.59,0,2931,0.01,8.78,9.93,11.17,8.51,9.93,12.27,61.81,-45.08,-0.73,0.1,-0.19,1.25,-1.38,-1.39,,-44.07,104.78,0.26,7.23,16.07,22.2,1.06,3,0
Accord Synergy,,ACCORD,Telecommunications - Service Provider,27.2,9.44,2.84,24.21,0.64,0,0,34.35,23.65,0,71.31,100,77.14,31.03,36.84,4.76,26.15,25,36.8,19.35,-17.07,-2.16,0.74,6.04,6000,0.02,36.93,44.84,29.04,44.84,52.35,64.71,-6.34,64.86,-10.23,0.55,1.12,2.57,2.26,2.7,0.3,-6.93,12.55,0.57,10.15,84.7,117.05,1.03,1,0
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,8.45,9.38,3.1,,1.56,0,5.46,9.65,4.23,0,39.21,80,14.29,20.69,15.79,38.1,23.22,75,-35,-14.42,19.86,17.52,17.69,11.33,4140,0,7.44,9.07,6.4,6.29,7.34,9.07,32.1,7.38,0.23,0.36,-5.61,-3.39,-3.28,-16.46,12.51,4.52,-40.06,0.11,7.7,11.88,16.41,1.09,2,0
K Z Leasing,511728,,Finance & Investments,30.79,9.36,5.88,7.43,0.45,0,0.35,42.5,13.67,0,27.21,40,20,20.69,36.84,23.81,32.5,15,36.8,43.13,57.9,18.65,-13.27,1.82,654,0,38.42,25.92,35.93,25.92,30.26,37.4,-14.31,-15.82,1.11,6.91,2.37,8.85,4.42,6.69,15.34,-4.65,7.69,0.03,8.43,48.96,67.66,1.15,5,1
Seven Hill Inds.,511760,,Finance & Investments,0.72,9.36,9.88,2.92,1.06,0,0.71,1.06,0.46,0,23.55,0,20,55.17,26.32,33.33,28.65,30,,18.75,44,24.14,-15.29,4.35,879791,0.06,1.04,0.87,0.9,0.87,1.02,1.26,-19.66,21.14,-1.08,0.02,0.25,23.74,13.68,44.05,,4.24,4.88,0.64,9.88,1.65,2.28,1.09,4,1
Integra Tele.,536868,,Computers - Software - Medium / Small,8.86,9.36,10.98,468,0.87,0,0.06,12.7,8.01,0,20.14,0,45.71,13.79,15.79,4.76,12.11,55,-33.39,-37.19,-23.75,-20.18,-13.98,-6.24,0,0,9.06,10.08,7.85,10.08,11.77,14.55,12.89,13.78,1.07,0.41,0.02,3.21,2.07,2.25,37.44,-51.23,66.47,0,10.98,19.04,26.31,1.04,2,1
Organic Coatings,531157,,Chemicals,12.15,9.33,3.35,,7.84,0,9.12,13.65,6.06,0,54.41,80,40,41.38,47.37,90.48,61.74,75,-29.13,26.17,88.08,61.57,10.45,2.02,3479,0,9.58,11.78,8.44,8.16,9.53,11.78,44.03,-3.07,-0.07,0.28,-0.61,7.63,-2.42,-32.75,0.35,5.18,10.56,0.13,7.59,15.42,21.3,1.09,5,0
TCI Finance,501242,TCIFINANCE,Finance & Investments,7.25,9.33,4.83,,,0,,7.25,2.7,0,18.38,0,20,37.93,15.79,28.57,20.05,75,,6.81,163.64,116.42,23.93,19.83,23768,0.02,6.81,7.39,6.13,5.12,5.98,7.39,18.28,1.89,0.1,0.34,-0.37,,-1.17,,14.35,-3.09,159.33,0.36,6.42,9.67,13.36,1.12,3,0
NB Footwear,523242,,Leather / Leather Products,6.91,9.33,4.16,,,0,,18.25,2.55,0,41.14,100,5.71,13.79,10.53,4.76,8.6,40,,69.06,50.54,34.96,-55.73,-14.16,5200,0,11.98,4.07,12.99,4.07,4.75,5.87,-46.81,-41.09,0.88,0.12,-0.14,,,,,,-49.11,0.09,14.04,7.69,10.63,1.43,1,0
Decillion Financ,539190,,Finance & Investments,26.04,9.11,4.39,,0.74,0,0,30.24,12.25,0,50.21,80,45.71,20.69,21.05,23.81,21.97,75,,,36.84,80.83,11.04,-3.45,1169,0,23.85,27.5,20.98,19.06,22.25,27.5,24.13,5.61,0.23,0.79,-0.09,0.16,-0.22,-0.24,9.11,-43.4,452.5,0.07,7.44,36,49.75,1.1,3,0
Golkonda Alumin.,513309,,Trading,17.26,9.1,8.56,6.32,1.12,0,0,21.9,12.35,0,40.45,0,77.14,44.83,44.74,14.29,34.59,0,36.8,-2.37,-5.68,29,-8.34,27.01,22726,0.04,23.43,23.42,18.51,23.42,27.34,33.79,-6.78,35.67,-5.26,4.27,2.73,19.46,19.34,19.46,,-20.18,6.27,0.46,9.08,44.23,61.13,1.05,4,0
Goyal Associates,530663,,Finance & Investments,1.94,9.1,9.61,14.92,2.8,0,0.36,2.95,1.38,0,49.69,0,82.86,68.97,63.16,52.38,59.57,0,36.8,-20.29,-30.47,-0.51,0.52,2.11,262216,0.05,2.96,2.62,2.49,2.62,3.05,3.78,-22.21,34.87,-1.57,0.12,0.13,22.25,11.06,20.82,2.43,13.65,9.29,0.53,10.15,4.94,6.83,1.08,5,0
Nouveau Global,531465,,Trading,0.49,9.09,6.86,,1.49,0,1.33,0.61,0.49,0,24.24,40,8.57,24.14,23.68,14.29,20.55,55,17.52,-24.09,0,0,0,0,17636,0,0.57,0.8,0.45,0.8,0.94,1.16,9.67,64.27,6.65,0.01,-0.01,-0.92,-1.32,-3.56,,-9.99,-155.18,0.01,10.2,1.52,2.1,1.02,4,1
Mount Housing,542864,,Construction,29.98,9.08,2.42,100.89,2.67,0,3.5,30.06,28.56,0,64.41,100,48.57,41.38,23.68,38.1,28.49,80,3.19,-5.12,-5.25,4.97,4.97,,0,0,32.32,54.15,25.41,54.15,63.22,78.14,17.97,80.62,4.49,0.47,0.3,7.25,0.58,2.21,4.86,-41.51,16.26,0,8.79,102.29,141.36,1,1,1
Integra Capital,531314,,Finance & Investments,19.29,9.07,4.02,9.44,1.89,0,0,20.9,13.3,0,73.55,80,82.86,55.17,71.05,47.62,63.24,30,36.8,12.06,-4.83,9.91,-3.07,17.98,611,0,22.47,25.22,17.67,25.22,29.44,36.39,9.17,30.73,3.35,1.15,2.04,22.51,22.2,22.27,7.26,-123.63,9.34,0.03,8.04,47.63,65.83,1.04,6,0
VKJ Infradevelop,536128,,Construction,0.38,9.04,7.63,452,0.35,0,0.04,0.6,0.27,0,22.34,0,34.29,34.48,10.53,0,7.02,25,,16.55,22.58,-9.52,-26.92,-5,594992,0.02,0.6,0.51,0.51,0.51,0.6,0.74,-25.09,34.72,-1.38,0.02,0,0.07,0.06,0.08,,113.05,498,0.3,10.35,0.97,1.34,1.09,1,0
UTL Industries,500426,,Construction,2.72,8.96,7.77,,2.13,0,0,3.2,1.51,0,34.28,0,74.29,27.59,39.47,52.38,43.78,70,0,-40.25,56.32,14.29,23.64,6.25,138265,0.04,2.33,2.41,1.98,2.07,2.41,2.98,37.54,-11.3,-0.3,0.07,-0.07,-2.3,-1.86,-2.32,128,-897.6,-89.6,0.48,7.77,3.9,5.39,1.08,3,0
Jet Infraventure,538794,,Construction,21.36,8.95,3.52,149.22,1.58,0,0.08,21.36,7.76,0,39.71,30,65.71,20.69,28.95,9.52,22.47,100,10.93,,65.84,148.95,111.07,75.66,76000,0.16,15.7,16.73,14.23,11.59,13.54,16.73,50.1,-21.67,-0.43,0.19,0.14,1.43,0.81,1.07,25.57,42.72,93.2,4.61,6.12,21.9,30.27,1.12,1,0
Bazel Internatio,539946,,Finance & Investments,45.79,8.94,7.72,24.82,0.2,0,0.2,50.42,27.09,0,33.41,0,60,41.38,60.53,66.67,62.57,55,36.8,,14.53,-5.88,32.38,11.17,1000,0,53.02,51.36,42.63,51.36,59.96,74.12,7.42,12.17,1.64,3.31,1.85,1.3,0.67,0.82,0.5,-0.42,18.8,0.06,7.75,97.02,134.08,1.06,5,1
RLF,512618,,Textiles - Products,8.92,8.91,5.08,148.49,0.32,0,0.13,15.3,5.34,0,54.45,80,37.14,44.83,13.16,14.29,13.53,30,,45.43,48.17,-16.71,-8.04,-3.15,1343,0,14.03,10.06,12.86,10.06,11.75,14.52,-30.62,12.82,-0.42,0.06,0.04,0.51,0.18,0.22,4.79,66.9,54.04,0.02,10.32,19.01,26.27,1.13,1,0
GSB Finance,511543,,Finance & Investments,14.84,8.91,3.79,7.07,0.65,0,0,20.06,8.25,0,64.31,80,77.14,31.03,65.79,57.14,62.91,5,36.8,3.72,37.41,15.31,-15.35,-2.11,2161,0,19.36,15.64,16.96,15.64,18.26,22.57,-12.5,5.41,-0.43,1.25,2.1,11.74,7.65,9.79,2.43,-4.87,4.6,0.08,8.49,29.55,40.83,1.1,6,0
Promact Impex,526494,,Miscellaneous,13.59,8.85,4.35,9.83,,0,,18.76,3.16,0,55.72,40,57.14,72.41,50,42.86,47.62,30,36.8,44.44,350,94.42,-7.61,11.39,1891,0,14.99,5.99,15.86,5.99,6.99,8.65,-14.31,-55.91,3.91,1.47,1.38,62.91,12.42,,4.97,6.51,8.55,0.06,7.12,11.32,15.64,1.35,2,0
Monind,532078,,Mining / Minerals / Metals,24,8.84,1.94,,,0,,27.3,14.55,0,49.28,100,17.14,27.59,13.16,23.81,16.71,65,,29.78,7.48,64.95,-9.88,-7.69,200,0,23.86,26.85,19.24,23,26.85,33.19,24.73,11.87,0.48,1.32,-5.35,,-7.73,,,-12.57,-129.19,0.02,7.74,43.44,60.04,1.06,2,0
OTCO Intl,523151,,Miscellaneous,6.82,8.84,2.35,147.35,3.36,0,2.44,9.39,4.6,0,59.17,100,54.29,17.24,23.68,19.05,22.14,75,-36.8,20.17,48.26,10,-5.15,-7.46,1685,0,5.84,6.21,5.8,5.32,6.21,7.67,17.53,-8.96,-0.51,0.19,0.05,1,0.7,2.31,4.4,-4.13,108.5,0.05,9.09,10.05,13.88,1.07,0,1
Fone4 Communica.,543521,,Trading,5.17,8.82,3.65,,0.65,0,0.16,7.6,3.1,0,61.24,100,54.29,24.14,18.42,4.76,13.87,75,-36.8,,3.19,32.56,-6.34,-10.09,30000,0.02,3.38,3.92,4.7,2.72,3.17,3.92,10.07,-24.21,-2.4,0.44,-1.22,-8.36,-2.92,-11.73,0.06,13.33,-6.42,0.43,9.15,5.13,7.09,1.1,4,1
Nexus Surgical,538874,,Trading,16.1,8.81,5.71,41.93,15.73,0,0,17.45,8.1,0,47.72,0,74.29,72.41,55.26,66.67,59.06,65,28.73,72.25,61,88.97,19.44,28.8,14484,0.02,17.48,17.93,14.75,15.36,17.93,22.16,9.13,11.36,1.24,0.57,0.38,63.04,15.44,45.65,2.54,27.39,29.59,0.41,7.03,29.01,40.09,1.08,4,0
Gagan Gases,524624,,Chemicals,19.48,8.81,6.12,146.8,2.89,0,0.13,32,11.1,0,45.17,40,74.29,17.24,60.53,76.19,65.75,65,3.77,2.86,64.67,8.34,-15.23,-13,2320,0,20.34,14.52,19.78,14.52,16.95,20.95,-1.5,-25.46,17.01,0.41,0.13,3.82,1.54,1.99,4.14,90.68,44.3,0.07,9.7,27.43,37.9,1.13,6,1
C J Gelatine,507515,,Chemicals,18.31,8.8,4.35,11.59,1.86,0,4.15,30.47,16.45,0,60.41,100,37.14,41.38,60.53,57.14,59.4,0,26.99,-9.31,-21.15,-22.74,-17.11,0.05,1203,0,32.09,31.19,25.76,31.19,36.41,45.01,-28.92,70.34,-2.43,1.1,-4.05,6.26,2.22,12.71,0.22,-4.72,13.21,0.05,11.26,58.91,81.42,1.06,5,1
Richirich Invent,519230,,Finance & Investments,9.98,8.78,2.6,11.71,1.74,0,0,9.98,4.26,0,66.48,80,68.57,48.28,36.84,19.05,30.91,50,36.8,61.94,104.93,21.41,10.15,4.94,2747,0,9.74,11.66,8.44,8.08,9.43,11.66,18.28,16.79,0.92,0.52,0.85,26.1,21.93,21.99,2.93,7.86,9.81,0.11,6.27,15.26,21.08,1.09,2,0
Jattashankar Ind,514318,,Textiles - Processing,20,8.78,2.29,11.55,0.45,0,0,24.88,13,0,77.45,100,82.86,44.83,63.16,90.48,72.26,0,36.8,-2.15,39.28,-4.26,3.09,-6.98,400,0,25.91,24.65,21.03,24.65,28.77,35.57,-4.92,23.24,-4.73,2.35,8.71,5.19,3.96,4.29,0.54,32.2,7.17,0.03,8.33,46.56,64.34,1.06,4,0
Goenka Business,538787,,Finance & Investments,6.75,8.77,7.21,4.01,0.28,0,0,8.39,4.65,0,30.62,0,34.29,62.07,71.05,57.14,66.42,0,36.8,19.56,7.66,18.21,-11.76,-2.46,2101,0,8.92,8.82,7.09,8.82,10.29,12.72,-4.84,30.62,-6.33,0.61,1.68,48.09,1.39,7.23,0.1,5.89,0.45,0.02,8.48,16.65,23.01,1.06,8,0
Mehta Securities,511738,,Finance & Investments,28.35,8.76,2.6,,1.62,0,0,33.6,26.75,0,51.28,100,22.86,27.59,10.53,4.76,8.6,70,-36.8,44.89,-2.17,-5.5,-6.84,4.69,400,0,16.69,23.43,20.76,23.43,27.35,33.81,36.53,-17.35,-0.47,0.12,-0.49,-2.87,-1.21,-2.87,,-44.69,-67,0.04,9.35,44.26,61.17,1.02,3,0
Indra Industries,539175,,Fertilizers,13.41,8.69,3.82,51.11,,0,,15.43,2.72,0,28.31,40,14.29,31.03,23.68,19.05,22.14,75,,16.19,220.05,114.56,57.21,10.73,188101,0.25,12.41,5.16,13.04,5.16,6.02,7.44,2.8,-61.54,-21.99,1.15,0.26,-39.46,1.5,,19.31,5.56,-28.32,6.6,5.9,9.74,13.46,1.33,0,0
Ambassador Intra,542524,,Trading,41.46,8.67,6.28,289,2.7,0,0.14,44.34,22.3,0,36.45,0,65.71,44.83,34.21,14.29,27.57,80,36.8,26.9,13.81,68.67,3.91,-5.08,32,0,45.58,49.36,37.49,42.28,49.36,61.01,10.6,19.05,1.8,0.1,0.14,1.08,0.77,0.94,,54.42,225.5,0,7,79.87,110.37,1.07,1,1
First Fintec,532379,,Computers - Software - Medium / Small,8.3,8.63,3.53,,0.81,0,0.02,8.98,3.91,0,55.34,80,48.57,34.48,28.95,28.57,28.82,75,-13.92,15.26,68.02,80.04,0.97,14.01,36,0,7.95,9.65,6.85,6.69,7.81,9.65,21.2,16.26,0.77,0.27,-0.18,-2.41,-1.5,-1.77,4.82,-33.2,10.15,0,6.7,12.63,17.46,1.09,4,0
Agarwal Fortune,530765,,Trading,24.6,8.63,4.66,86.3,18.37,0,0.26,44.65,7.86,0,64.48,80,62.86,48.28,47.37,38.1,44.28,55,36.8,107.59,212.98,8.08,-21.9,-12.05,264,0,33.6,13.94,35.31,13.94,16.28,20.12,-30.34,-43.32,1.43,0.44,0.28,19.23,12.9,24.69,1.17,-36.38,87.1,0.01,9.19,26.34,36.39,1.33,3,1
Union Qual. Pla.,526799,,Plastics Products,12.46,8.63,3.08,,,0,,18.58,6.13,0,43.21,100,5.71,20.69,18.42,19.05,18.63,35,,-3.56,86.53,-9.38,-7.64,8.82,0,0,16.9,11.62,15.71,11.62,13.57,16.77,-20.68,-6.72,0.32,2.2,-0.27,-111.76,-3.34,,,-10.75,-115.83,0,8.52,21.95,30.34,1.14,2,1
Aris Interna.,531677,,Computers - Software - Medium / Small,57.5,8.63,1.78,66.38,14.87,0,0.45,57.5,37.11,0,73.59,100,60,58.62,50,52.38,50.79,65,36.8,,,33.91,15.72,4.98,0,0,61.83,70.36,48.61,70.36,82.14,101.53,18.28,22.37,1.22,2.51,0.87,18.98,18.31,25,24.66,-42.42,65.23,0,7.1,132.91,183.67,1.04,2,1
Esha Media,531259,,Miscellaneous,11.05,8.62,3.81,,,0,,11.05,2.82,0,21.83,0,34.29,32.76,21.05,52.38,31.5,75,,28.98,176.25,268.33,61.31,37.1,99,0,8.67,7.05,8.54,4.89,5.7,7.05,29.45,-36.2,-1.23,0.08,-0.12,-16.82,-5.47,,61.57,-69.88,-205.38,0,5.41,9.23,12.75,1.2,1,1
Rama Petrochem,500358,,Trading,8.22,8.61,2.89,,,0,,8.45,3.35,0,37.24,80,5.71,24.14,26.32,14.29,22.31,75,,33.95,113.51,89.84,30.89,-2.72,6832,0.01,5.22,5.93,5.22,4.11,4.8,5.93,57.41,-27.84,-0.49,0.17,-0.39,,-42.55,,10.63,-7.44,-184.69,0.19,6.2,7.76,10.73,1.11,3,1
